CZ,CZ Name,State,Children in 1980-85 Cohorts,P(Child q1 |Par q1),P(Child q2 |Par q1),P(Child q3 |Par q1),P(Child q4 |Par q1),P(Child q5 |Par q1),P(Child q1 |Par q2),P(Child q2 |Par q2),P(Child q3 |Par q2),P(Child q4 |Par q2),P(Child q5 |Par q2),P(Child q1 |Par q3),P(Child q2 |Par q3),P(Child q3 |Par q3),P(Child q4 |Par q3),P(Child q5 |Par q3),P(Child q1 |Par q4),P(Child q2 |Par q4),P(Child q3 |Par q4),P(Child q4 |Par q4),P(Child q5 |Par q4),P(Child q1 |Par q5),P(Child q2 |Par q5),P(Child q3 |Par q5),P(Child q4 |Par q5),P(Child q5 |Par q5),P(Par q1),P(Par q2),P(Par q3),P(Par q4),P(Par q5),P(Child Q1),P(Child Q2),P(Child Q3),P(Child Q4),P(Child Q5)
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201,Austin,TX,84517,0.3312184,0.2637192,0.2106649,0.1250759,0.0693216,0.2429291,0.2384228,0.2413875,0.1658464,0.1114142,0.1808288,0.2023341,0.2410176,0.2043011,0.1715185,0.1488868,0.1699607,0.2190142,0.2262174,0.2359209,0.1297445,0.1347477,0.1762159,0.2285563,0.3307356,0.1752902,0.1995457,0.1804607,0.1987529,0.2459505,0.2006697,0.1972384,0.2154596,0.1930618,0.1935705
31202,Burnet,TX,3070,0.2853801,0.2678362,0.2140351,0.1380117,0.0947368,0.2076638,0.2163164,0.2558714,0.1903585,0.1297899,0.1601256,0.2072213,0.2166405,0.2244898,0.1915228,0.1288981,0.1392931,0.2224532,0.2120582,0.2972973,0.1076389,0.0868056,0.1909722,0.2048611,0.4097222,0.2785016,0.2635179,0.2074919,0.1566775,0.0938111,0.1977199,0.2045603,0.2247557,0.1876221,0.185342
31301,San Antonio,TX,138506,0.2916138,0.298852,0.21885,0.1263016,0.0643826,0.2162846,0.2580232,0.246621,0.1732361,0.1058351,0.1718577,0.2169565,0.2383004,0.2069961,0.1658893,0.1374541,0.1816257,0.2201524,0.2337473,0.2270204,0.1278972,0.1317952,0.1733038,0.2335651,0.3334387,0.2842765,0.2425166,0.1826636,0.1534807,0.1370627,0.2053702,0.2331018,0.223095,0.1836166,0.1548164
31302,Beeville,TX,3694,0.2649502,0.2566445,0.2284053,0.1478405,0.1021595,0.1802155,0.2252693,0.2144956,0.2135162,0.1665034,0.1370968,0.1572581,0.2284946,0.2258064,0.2513441,0.0916179,0.1169591,0.1871345,0.2339181,0.3703704,0.0896226,0.1226415,0.1179245,0.240566,0.4292453,0.3259339,0.2763942,0.2014077,0.1388738,0.0573904,0.1816459,0.2008663,0.2125068,0.1989713,0.2060097
31303,Kerrville,TX,4567,0.2558725,0.295302,0.2038591,0.1493289,0.0956376,0.1974138,0.2353448,0.2232759,0.1948276,0.1491379,0.1552239,0.1671642,0.240796,0.2149254,0.2218906,0.1382824,0.1280932,0.202329,0.2372635,0.294032,0.0936902,0.1319312,0.1892926,0.2122371,0.372849,0.2610028,0.253996,0.2200569,0.150427,0.1145172,0.1826144,0.208014,0.2150208,0.1957521,0.1985986
31304,Mason,TX,294,0.2209302,0.1860465,0.1976744,0.2209302,0.1744186,0.1294118,0.1411765,0.2705882,0.282353,0.1764706,0.0779221,0.1688312,0.2337662,0.1818182,0.3376623,0.1666667,0.1333333,0.2333333,0.1666667,0.3,0.0833333,0.25,0.0833333,0.3333333,0.25,0.2965517,0.2931035,0.2655172,0.1034483,0.0413793,0.1448276,0.1655172,0.2275862,0.2275862,0.2344828
31401,Midland,TX,26384,0.2162455,0.2253914,0.1945435,0.1849326,0.178887,0.1628172,0.1790826,0.1930709,0.2174691,0.2475602,0.1176241,0.1478091,0.1916261,0.2331061,0.3098345,0.1012406,0.1236154,0.1652636,0.2359326,0.3739477,0.1010638,0.0892166,0.1382979,0.2125242,0.4588975,0.2445042,0.23302,0.1946255,0.1710885,0.1567617,0.1468693,0.1607414,0.1798059,0.2149409,0.2976425
31402,Pecos,TX,3428,0.1780303,0.1988636,0.1875,0.2026515,0.2329545,0.150289,0.1734104,0.172447,0.2080925,0.2957611,0.1090652,0.1303116,0.1997167,0.2252125,0.335694,0.0928074,0.1229698,0.1809745,0.2412993,0.361949,0.071066,0.1116751,0.1472081,0.2436548,0.426396,0.3080513,0.3028005,0.205951,0.1257293,0.0574679,0.1385648,0.1624854,0.1823221,0.216161,0.3004667
31403,Fort Stockton,TX,1912,0.1742043,0.2211055,0.1658292,0.2160804,0.2227806,0.15,0.1538462,0.2480769,0.2019231,0.2461538,0.145946,0.1297297,0.1810811,0.2378378,0.3054054,0.0915751,0.1318681,0.1721612,0.2271062,0.3772894,0.0657895,0.125,0.1381579,0.2894737,0.381579,0.3122385,0.2719665,0.1935146,0.1427824,0.0794979,0.1417364,0.164749,0.1898536,0.2238494,0.2798117
31404,Alpine,TX,1450,0.1897533,0.2163188,0.2182163,0.1954459,0.1802657,0.1373494,0.1927711,0.2240964,0.2554217,0.1903614,0.1394422,0.1952191,0.2231076,0.1912351,0.250996,0.137931,0.1609195,0.1666667,0.2356322,0.2988506,0.125,0.1,0.175,0.275,0.325,0.3642018,0.2868003,0.1734623,0.1202488,0.0552868,0.1561852,0.1928127,0.2121631,0.2211472,0.2176918
31501,Crystal City,TX,2160,0.2357473,0.2996918,0.2149461,0.1664099,0.0832049,0.1735537,0.2438017,0.2190083,0.1942149,0.1694215,0.1367521,0.2264957,0.2393162,0.2051282,0.1923077,0.1603774,0.1981132,0.1981132,0.2075472,0.2358491,0.0833333,0.0555556,0.4166667,0.25,0.1944444,0.6014829,0.2242817,0.1084337,0.0491196,0.0166821,0.2048193,0.2701575,0.221038,0.1802595,0.1237257
31502,Pearsall,TX,1859,0.2198661,0.2700893,0.2555804,0.1607143,0.09375,0.1921569,0.2529412,0.2411765,0.1901961,0.1235294,0.1181435,0.164557,0.2405063,0.2236287,0.2531646,0.1126761,0.1971831,0.1197183,0.2112676,0.3591549,0.0384615,0.1538462,0.2564103,0.2179487,0.3333333,0.4809447,0.273752,0.1272142,0.0762211,0.041868,0.1835749,0.2415459,0.2393988,0.1830381,0.1524423
31503,Laredo,TX,17614,0.2103189,0.3284078,0.2079793,0.1444403,0.1088536,0.170989,0.2841758,0.2301099,0.1738462,0.1408791,0.168186,0.2288058,0.2142206,0.1996354,0.1891522,0.134507,0.1943662,0.2035211,0.2323944,0.2352113,0.1602709,0.13845,0.1798345,0.2498119,0.2716328,0.4610537,0.2583173,0.12456,0.0806177,0.0754513,0.1850233,0.2794368,0.2119905,0.1739525,0.1495969
31600,Brownsville,TX,78366,0.1959477,0.3405684,0.2221286,0.1497461,0.0916091,0.1711621,0.2861407,0.2400853,0.1760661,0.1265458,0.1712918,0.230722,0.2287574,0.1992878,0.1699411,0.1568699,0.1980162,0.2108744,0.2211609,0.2130786,0.1450347,0.1553463,0.1761937,0.2297691,0.2936561,0.5302938,0.2393895,0.1039226,0.0694689,0.0569252,0.1818391,0.2956767,0.2237195,0.1707118,0.128053
31700,Corpus Christi,TX,46674,0.2649707,0.2904752,0.2004207,0.1385657,0.1055676,0.1985668,0.2508164,0.2185232,0.1766147,0.155479,0.1577661,0.2093364,0.2187462,0.2053037,0.2088476,0.1369786,0.1691094,0.2041996,0.2254791,0.2642334,0.1184568,0.1331912,0.1618845,0.2260566,0.360411,0.3259417,0.2361915,0.1753224,0.1520333,0.1105112,0.1948408,0.2310494,0.204225,0.1821357,0.1877491
31800,College Station,TX,13536,0.3160819,0.2897661,0.1938597,0.1225146,0.0777778,0.2229013,0.2534577,0.2052107,0.1794789,0.1389514,0.1560716,0.1926152,0.2291587,0.2268748,0.1952798,0.1232529,0.1601017,0.1800085,0.2409996,0.2956374,0.1084695,0.1218425,0.1733532,0.2431897,0.3531451,0.2526596,0.2296838,0.1940751,0.1744238,0.1491578,0.1990248,0.2149084,0.1978428,0.1945183,0.1937057
31900,Pearland,TX,28765,0.2721438,0.2695764,0.1876032,0.1549606,0.1157161,0.2026036,0.223689,0.207004,0.1927026,0.1740007,0.1585831,0.1805631,0.1996367,0.2061762,0.2550409,0.127616,0.1441385,0.1833202,0.2316286,0.3132966,0.105035,0.1212071,0.1598866,0.2259086,0.3879626,0.1895707,0.1896054,0.1913784,0.2209282,0.2085173,0.1704502,0.1851903,0.186859,0.2036503,0.2538502
32000,Houston,TX,345836,0.2838501,0.2841153,0.2015887,0.1377079,0.092738,0.2209917,0.2424242,0.2237502,0.1756791,0.1371547,0.1764138,0.1998848,0.2154417,0.2067651,0.2014947,0.1477309,0.160843,0.1973143,0.2227476,0.2713643,0.1183508,0.1156577,0.1548142,0.2209149,0.3902624,0.2180398,0.2138384,0.1706271,0.1645115,0.2329833,0.1911253,0.2013006,0.1970905,0.1909865,0.2194971
32100,Beaumont,TX,41677,0.3056001,0.2952559,0.1766542,0.1275192,0.0949706,0.2102475,0.2420265,0.1993092,0.1833045,0.1651123,0.1711894,0.1954096,0.188562,0.2049201,0.2399188,0.1294704,0.1540187,0.1831776,0.2295327,0.3038006,0.1039714,0.1235725,0.1617522,0.2251577,0.3855463,0.2690693,0.2083883,0.1892171,0.1925523,0.1407731,0.1979989,0.2139069,0.1827867,0.1871776,0.2181299
32201,Huntsville,TX,13579,0.3299455,0.2910263,0.1844323,0.1172533,0.0773426,0.2160818,0.2470296,0.2213319,0.1624758,0.153081,0.1692767,0.1815809,0.2211037,0.2300522,0.1979866,0.1285923,0.1295665,0.2191914,0.2401364,0.2825134,0.1032746,0.1108312,0.1620487,0.2510495,0.372796,0.2970764,0.2665145,0.1975109,0.1511893,0.087709,0.2175418,0.2174681,0.2048015,0.1818985,0.17829
32202,Nacogdoches,TX,7645,0.3271748,0.2648191,0.1924557,0.121632,0.0939184,0.2323944,0.2334004,0.1966801,0.1780684,0.1594567,0.1485014,0.1777929,0.1989101,0.2152589,0.2595368,0.0917526,0.1412371,0.1989691,0.2587629,0.3092783,0.1046699,0.1111111,0.1384863,0.2753623,0.3703704,0.33983,0.2600392,0.1920209,0.1268803,0.0812296,0.2202747,0.2117724,0.1912361,0.1841727,0.1925441
32301,San Angelo,TX,9907,0.3166217,0.2645584,0.1858851,0.1465484,0.0863864,0.2083842,0.2340252,0.2091982,0.1896622,0.1587302,0.1395014,0.198466,0.2272291,0.2305848,0.2042186,0.1185446,0.1584507,0.1930751,0.2558686,0.274061,0.1180881,0.1190253,0.1752577,0.2361762,0.3514527,0.2617341,0.2480065,0.2105582,0.1719996,0.1077016,0.1970324,0.2091451,0.2004643,0.2033915,0.1899667
32302,Brady,TX,2117,0.2320675,0.2601969,0.2081575,0.1814346,0.1181435,0.1875,0.1910714,0.225,0.2071429,0.1892857,0.11875,0.1416667,0.1895833,0.2895833,0.2604167,0.092,0.116,0.192,0.248,0.352,0.0862069,0.1034483,0.1551724,0.2758621,0.3793103,0.3358526,0.2645253,0.2267359,0.1180916,0.0547945,0.170052,0.189419,0.20359,0.2257912,0.2111478
32303,Junction,TX,573,0.2897959,0.3102041,0.1591837,0.1673469,0.0734694,0.2765957,0.2056738,0.1702128,0.2056738,0.141844,0.1485149,0.1485149,0.1980198,0.2574258,0.2475248,0.1132075,0.1320755,0.1509434,0.1509434,0.4528302,0,0.1153846,0.1923077,0.3461539,0.3461539,0.4328622,0.2491166,0.1784452,0.0936396,0.0459364,0.2314488,0.229682,0.1696113,0.1996466,0.1696113
32304,Uvalde,TX,3256,0.2446198,0.3077475,0.2065997,0.1441894,0.0968436,0.1617458,0.2567394,0.2156611,0.1951219,0.1707317,0.130621,0.1905782,0.1841542,0.2526767,0.24197,0.0987013,0.1220779,0.225974,0.2493507,0.3038961,0.1125541,0.0822511,0.1904762,0.2337662,0.3809524,0.4281327,0.2392506,0.1434275,0.1182432,0.0709459,0.1818182,0.2407862,0.2066953,0.1907248,0.1799754
32305,Del Rio,TX,4320,0.199572,0.2787587,0.2257892,0.1728197,0.1230605,0.1740776,0.2185431,0.2412488,0.2185431,0.1475875,0.1634921,0.1571429,0.2333333,0.2396825,0.2063492,0.1293103,0.1594828,0.1939655,0.2349138,0.2823276,0.1233333,0.1233333,0.1733333,0.27,0.31,0.4326389,0.2446759,0.1458333,0.1074074,0.0694444,0.1752315,0.2226852,0.2236111,0.2071759,0.1712963
32306,Eagle Pass,TX,4533,0.1932739,0.2763371,0.2645867,0.1657212,0.100081,0.1354992,0.2448494,0.2543582,0.2028526,0.1624406,0.1290323,0.2304147,0.2649769,0.2165899,0.1589862,0.1306122,0.1836735,0.2244898,0.2163265,0.244898,0.1935484,0.1532258,0.1693548,0.2096774,0.2741936,0.5444518,0.2784028,0.0957423,0.0540481,0.027355,0.1676594,0.2547981,0.2570042,0.1848665,0.1356717
32401,Big Spring,TX,4873,0.2404632,0.2479564,0.2009537,0.1961853,0.1144414,0.1986755,0.182947,0.2028146,0.2003311,0.2152318,0.1376598,0.1474926,0.1878073,0.2222222,0.3048181,0.0755208,0.1210938,0.1627604,0.2578125,0.3828125,0.0873786,0.0898058,0.131068,0.2548544,0.4368932,0.3012518,0.2478966,0.208701,0.1576031,0.0845475,0.1697107,0.1775087,0.1867433,0.2173199,0.2487174
32402,Sweetwater,TX,1870,0.2345483,0.2646593,0.1885895,0.1901743,0.1220285,0.1792657,0.2181426,0.2030238,0.2354212,0.1641469,0.1149733,0.1524064,0.2433155,0.2459893,0.2433155,0.0896057,0.1362007,0.1505376,0.2544803,0.3691756,0.0813008,0.097561,0.1626016,0.2764228,0.3821138,0.3374332,0.2475936,0.2,0.1491979,0.0657754,0.1652406,0.2005348,0.1957219,0.2278075,0.2106952
32403,Snyder,TX,2380,0.245283,0.2144082,0.1955403,0.1886792,0.1560892,0.172355,0.1757679,0.2064846,0.1979522,0.2474403,0.1078611,0.142596,0.1919561,0.250457,0.3071298,0.0764045,0.1213483,0.1662921,0.2966292,0.3393258,0.1187215,0.0913242,0.1415525,0.2785388,0.369863,0.244958,0.2462185,0.2298319,0.1869748,0.0920168,0.152521,0.1596639,0.1869748,0.2336134,0.2672269
32501,Abilene,TX,16337,0.295563,0.2471374,0.1896469,0.1643607,0.103292,0.1824512,0.2175023,0.2286444,0.2130919,0.1583101,0.1436982,0.1790206,0.2303987,0.225582,0.2213005,0.1121316,0.1312667,0.1947953,0.2594719,0.3023345,0.0928043,0.1163416,0.1540013,0.2219233,0.4149294,0.2565955,0.2636959,0.2287446,0.1599437,0.0910204,0.1832038,0.1933035,0.2068311,0.2116668,0.2049948
32502,Childress,TX,692,0.3391304,0.2782609,0.173913,0.1304348,0.0782609,0.1494845,0.2474227,0.2783505,0.1752577,0.1494845,0.0714286,0.1493506,0.1883117,0.2727273,0.3181818,0.0864198,0.1481481,0.2345679,0.2222222,0.308642,0.0909091,0.1212121,0.2424242,0.2121212,0.3333333,0.33237,0.2803468,0.2225434,0.117052,0.0476879,0.1849711,0.2182081,0.216763,0.1893064,0.1907514
32503,Haskell,TX,1303,0.2370892,0.2511737,0.185446,0.157277,0.1690141,0.1641026,0.2128205,0.2179487,0.274359,0.1307692,0.0704225,0.1197183,0.2112676,0.2887324,0.3098592,0.0915493,0.0985916,0.1549296,0.2464789,0.4084507,0.1166667,0.1333333,0.1833333,0.3166667,0.25,0.3271889,0.2995392,0.218126,0.109063,0.046083,0.1574501,0.1889401,0.1973886,0.2380952,0.218126
32601,Wichita Falls,TX,11444,0.3204209,0.2568149,0.1903396,0.1358202,0.0966045,0.202832,0.2173747,0.2127822,0.2024493,0.1645618,0.1473543,0.1862023,0.2083054,0.2407904,0.2173476,0.115257,0.1384743,0.2006633,0.2549751,0.2906302,0.0983607,0.1110283,0.1706408,0.2637854,0.3561848,0.1827158,0.2283293,0.2609228,0.2107655,0.1172667,0.1791332,0.1873471,0.2000175,0.2185425,0.2149598
32602,Graham,TX,2440,0.2706767,0.2,0.1759398,0.1774436,0.1759398,0.1506211,0.2065217,0.1645963,0.2173913,0.2608696,0.1229508,0.1442623,0.157377,0.2688525,0.3065574,0.0835735,0.1123919,0.1700288,0.2795389,0.3544669,0.0804598,0.1034483,0.1264368,0.2241379,0.4655173,0.272541,0.2639344,0.25,0.1422131,0.0713115,0.1618852,0.1684426,0.1639344,0.2286885,0.2770492
32603,Seymour,TX,330,0.2580645,0.1827957,0.2365591,0.2365591,0.0860215,0.1792453,0.1792453,0.245283,0.2264151,0.1698113,0.0655738,0.1147541,0.2459016,0.3442623,0.2295082,0.1,0.02,0.14,0.26,0.48,0.1052632,0,0.1578947,0.2105263,0.5263158,0.2826748,0.3221884,0.1854103,0.1519757,0.0577508,0.1641337,0.1337386,0.2218845,0.2553191,0.224924
32604,Vernon,TX,1881,0.3119266,0.2513762,0.2,0.1486239,0.0880734,0.1794392,0.2635514,0.211215,0.2205607,0.1252337,0.1592689,0.1879896,0.232376,0.2167102,0.2036553,0.0942761,0.1313131,0.1784512,0.2760943,0.3198653,0.1239669,0.1322314,0.1322314,0.2561983,0.3553719,0.2897395,0.2844232,0.2036151,0.1578947,0.0643275,0.1967039,0.215311,0.2020202,0.2099947,0.1759702
32701,Brownwood,TX,4654,0.3032306,0.2356828,0.2041116,0.1483113,0.1086637,0.2056225,0.2064257,0.2168675,0.2016064,0.1694779,0.1232493,0.184874,0.2259571,0.2446312,0.2212885,0.1004304,0.1535151,0.17934,0.2754663,0.2912482,0.0860215,0.1039427,0.2293907,0.2544803,0.3261649,0.2926515,0.2675118,0.2301246,0.1497636,0.0599484,0.1923077,0.1959605,0.2103567,0.2101418,0.1912334
32702,Stephenville,TX,3804,0.2510288,0.2366255,0.2006173,0.1975309,0.1141975,0.1665158,0.19819,0.2126697,0.2380091,0.1846154,0.148503,0.1520958,0.1904192,0.2562874,0.2526946,0.1035714,0.1214286,0.2,0.2696429,0.3053571,0.0843373,0.123494,0.1746988,0.2439759,0.373494,0.2555205,0.2904837,0.2195058,0.1472135,0.0872765,0.1677182,0.1800736,0.1995268,0.2368559,0.2158255
32801,Waco,TX,22478,0.3434215,0.2819369,0.1916215,0.1154826,0.0675374,0.2349453,0.2582916,0.2110432,0.1732444,0.1224755,0.1664142,0.2064488,0.2246267,0.2125081,0.1900022,0.1166975,0.1426303,0.2050807,0.2503308,0.2852606,0.0952975,0.1248439,0.1743654,0.2388681,0.366625,0.2792953,0.2401014,0.2055788,0.1681199,0.1069045,0.2163449,0.2205267,0.2034879,0.1851588,0.1744817
32802,Corsicana,TX,7635,0.3213044,0.2521739,0.1926087,0.1326087,0.1013043,0.2121372,0.2174142,0.2337731,0.1757256,0.1609499,0.1450535,0.1724599,0.1945187,0.2453209,0.2426471,0.1209486,0.1201581,0.1881423,0.2347826,0.3359684,0.0677467,0.1310751,0.1192931,0.2341679,0.4477172,0.3012443,0.2481991,0.1959397,0.1656843,0.0889325,0.2039293,0.1952849,0.1959397,0.1913556,0.2134905
32900,Killeen,TX,26318,0.3166795,0.2734435,0.2011914,0.1314374,0.0772483,0.2300272,0.2493207,0.241712,0.1703804,0.1085598,0.1731429,0.2231429,0.2438571,0.2064286,0.1534286,0.1435506,0.1793805,0.2191401,0.2327785,0.2251503,0.1116145,0.1285008,0.1700988,0.2331137,0.3566722,0.1977354,0.2796565,0.2659777,0.1643742,0.0922562,0.2068926,0.2244851,0.2239532,0.1883122,0.1563569
33000,Fort Worth,TX,135267,0.3063131,0.2730504,0.1952242,0.1340494,0.0913629,0.2227854,0.2385331,0.2206495,0.1820222,0.1360098,0.1756653,0.1972004,0.2161206,0.214467,0.1965467,0.1405899,0.1611037,0.2035014,0.236803,0.2580019,0.1113053,0.1220566,0.1667766,0.2354066,0.3644549,0.1851375,0.2042109,0.192242,0.1942455,0.2241641,0.1882351,0.1958275,0.1996644,0.2019857,0.2142873
33100,Dallas,TX,241507,0.311936,0.2884196,0.2047122,0.1238497,0.0710825,0.2345007,0.2551142,0.2387879,0.1624415,0.1091557,0.1818638,0.2027718,0.2337395,0.2066906,0.1749343,0.1418479,0.1678561,0.213167,0.2313201,0.245809,0.1154817,0.1235039,0.1684835,0.2339717,0.3585592,0.1862886,0.2115177,0.1732869,0.1728977,0.2560091,0.1933153,0.2034682,0.2091368,0.1931414,0.2009383
33200,Paris,TX,14466,0.3285181,0.2757161,0.1778331,0.1412204,0.0767123,0.2353264,0.224904,0.2076248,0.1936369,0.1385079,0.1763371,0.202269,0.1993517,0.2178282,0.2042139,0.1272285,0.1527553,0.2135332,0.2394651,0.2670178,0.1038339,0.1238019,0.1821086,0.2276358,0.3626198,0.2775474,0.2520393,0.2132587,0.1706069,0.0865478,0.2187889,0.2131204,0.1963915,0.195009,0.1766902
33300,Tyler,TX,32217,0.3070812,0.2732297,0.1888313,0.1357513,0.0951065,0.2146166,0.2285126,0.2128152,0.1920998,0.1519557,0.1737082,0.1891653,0.1984396,0.2191962,0.2194906,0.1325028,0.1536429,0.1864855,0.2399019,0.287467,0.1049332,0.1169256,0.1567184,0.2333061,0.3881167,0.2695782,0.2412391,0.2108514,0.1644473,0.113884,0.2049229,0.2072508,0.1926002,0.1951765,0.2000497
33400,Longview,TX,24994,0.3097947,0.2668045,0.1697444,0.1394593,0.1141971,0.2091665,0.2272164,0.202442,0.1843921,0.1767829,0.1572712,0.173132,0.1928148,0.2254921,0.2512899,0.1127386,0.1378163,0.1799822,0.2330226,0.3364403,0.1058201,0.1149912,0.1474427,0.2306878,0.4010582,0.270825,0.2260943,0.2093703,0.1802833,0.1134272,0.1964471,0.1977675,0.1812835,0.1948468,0.2296551
33500,Texarkana,TX,19470,0.3511516,0.27879,0.1696459,0.1215194,0.0788931,0.230157,0.2425381,0.2025204,0.1786425,0.1461419,0.1760728,0.1893368,0.1997399,0.2189857,0.2158648,0.1244957,0.1538905,0.1795389,0.2553314,0.2867435,0.1041896,0.1267916,0.1549063,0.2535833,0.3605292,0.2988187,0.2323061,0.1974833,0.1782229,0.093169,0.2250642,0.2162815,0.1836158,0.19019,0.1848485
33601,Lawton,OK,14243,0.3190006,0.2364904,0.1885532,0.151075,0.1048809,0.2210804,0.2142293,0.2192358,0.1939394,0.1515152,0.1519862,0.2020725,0.2118595,0.2317214,0.2023604,0.116318,0.1485356,0.2154812,0.232636,0.2870293,0.1050788,0.1120841,0.1821366,0.2390543,0.3616462,0.2416626,0.2664467,0.2439093,0.1678017,0.0801797,0.201011,0.1974303,0.2064172,0.2029067,0.1922348
33602,Altus,OK,4140,0.3058624,0.2404418,0.2013594,0.1401869,0.1121495,0.1996419,0.1799463,0.2309758,0.221128,0.168308,0.1304781,0.1752988,0.2330677,0.2061753,0.2549801,0.1011236,0.1348315,0.2311396,0.2632424,0.2696629,0.1141552,0.1369863,0.1689498,0.2054795,0.3744292,0.2842995,0.2698068,0.2425121,0.1504831,0.0528986,0.1937198,0.1869565,0.2198068,0.2,0.1995169
33603,Frederick,OK,856,0.2910217,0.3312694,0.1733746,0.130031,0.0743034,0.1853282,0.2239382,0.2084942,0.2162162,0.1660232,0.0987654,0.1666667,0.2160494,0.3024691,0.2160494,0.1395349,0.1744186,0.2325581,0.2093023,0.244186,0.16,0.2,0.16,0.08,0.4,0.3777778,0.302924,0.1894737,0.1005848,0.0292398,0.2035088,0.2479532,0.1976608,0.1953216,0.1555556
33700,Ardmore,OK,9530,0.2847802,0.2433709,0.1888849,0.1721758,0.1107882,0.1849554,0.1958123,0.2202404,0.2198527,0.1791392,0.1340158,0.1656584,0.2089344,0.241973,0.2494183,0.1057951,0.1172507,0.2122642,0.2291105,0.3355795,0.0973451,0.1150443,0.1256637,0.260177,0.4017699,0.2888772,0.2706191,0.2254984,0.1557188,0.0592865,0.1847849,0.1857293,0.2017838,0.2149003,0.2128017
33801,Elk City,OK,5277,0.2828631,0.1961459,0.1686167,0.1651755,0.1871989,0.1553611,0.1633844,0.1670314,0.2195478,0.2946754,0.1341564,0.1358025,0.1563786,0.2197531,0.3539095,0.0964409,0.1021814,0.1572905,0.2319173,0.4121699,0.0681199,0.0817439,0.1416894,0.2152589,0.493188,0.2753458,0.2598067,0.2302445,0.1650559,0.0695471,0.1697934,0.1502748,0.1616449,0.2063673,0.3119197
33802,Chickasha,OK,6479,0.3185462,0.2319615,0.1859968,0.1480492,0.1154463,0.1996497,0.2230006,0.2084063,0.1844717,0.1844717,0.1399001,0.17202,0.1898644,0.2326909,0.2655246,0.1032864,0.1201878,0.1765258,0.2431925,0.3568075,0.0932401,0.1095571,0.1888112,0.2424242,0.3659674,0.2887791,0.2643926,0.2162371,0.1643772,0.0662139,0.1981787,0.1901528,0.1913876,0.19787,0.2224109
33803,Oklahoma City,OK,92783,0.3386203,0.2602236,0.1848366,0.1342442,0.0820753,0.2238391,0.2238391,0.2209089,0.1915073,0.1399056,0.1635596,0.1852405,0.2205685,0.2310743,0.1995571,0.1259259,0.1516049,0.2111934,0.243786,0.2674897,0.1077951,0.1254175,0.1743765,0.2323598,0.3600512,0.2256017,0.2170117,0.209284,0.1964261,0.1516765,0.2002845,0.1948525,0.2037334,0.2033347,0.1977949
33901,Ada,OK,5297,0.3114578,0.2361485,0.19688,0.1387843,0.1167294,0.1974132,0.2117086,0.2219197,0.1980939,0.1708645,0.1498127,0.1722846,0.2200375,0.2200375,0.2378277,0.0907591,0.1287129,0.1831683,0.2491749,0.3481848,0.0915254,0.1152542,0.1559322,0.2067797,0.4305085,0.3509534,0.2773268,0.2016236,0.1144044,0.0556919,0.2097414,0.1974703,0.2046441,0.188031,0.2001133
33902,Sherman,TX,13895,0.3331354,0.2615796,0.1855701,0.1312352,0.0884798,0.2238427,0.2241598,0.2295498,0.1873811,0.1350666,0.1640077,0.2035737,0.2147415,0.2275048,0.1901723,0.1113586,0.159614,0.2182628,0.2483296,0.262435,0.1152104,0.1210356,0.1754045,0.2517799,0.3365696,0.2423894,0.2269881,0.2255488,0.1938827,0.1111911,0.2029507,0.204606,0.2073408,0.2017992,0.1833033
34001,Hot Springs,AR,15199,0.3473707,0.2798204,0.1831979,0.1188542,0.0707567,0.2479665,0.257826,0.2114863,0.1725413,0.1101799,0.1749446,0.2122746,0.2132237,0.2173363,0.1822208,0.1300578,0.1690751,0.2052023,0.2427746,0.2528902,0.1100245,0.1369193,0.1670742,0.2298288,0.3561532,0.3077834,0.2669255,0.2079742,0.1365879,0.080729,0.236134,0.233239,0.1986973,0.1795513,0.1523784
34002,Idabel,OK,8083,0.3038293,0.2611425,0.1977401,0.1450094,0.0922787,0.2126998,0.2158082,0.222913,0.1900533,0.1585258,0.1552956,0.188434,0.2326186,0.2267706,0.1968811,0.1283697,0.1219512,0.2220796,0.2567394,0.2708601,0.1192661,0.1192661,0.1437309,0.2477064,0.3700306,0.3941606,0.2786094,0.1903996,0.0963751,0.0404553,0.2257825,0.215514,0.2115551,0.188049,0.1590993
34101,Sand Point,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34102,Anchorage,AK,32793,0.2949699,0.2154183,0.188901,0.1667578,0.133953,0.2370618,0.1940735,0.2020033,0.1848915,0.18197,0.1739881,0.1689677,0.1965799,0.2248196,0.2356448,0.136901,0.1543155,0.1990594,0.2284225,0.2813016,0.1164126,0.1303702,0.1656108,0.2387646,0.3488418,0.1115482,0.1461287,0.1943707,0.2398988,0.3080536,0.1700668,0.1624127,0.1875705,0.2176684,0.2622816
